ID,TP_ESCOLA,ESTADO_CIVIL,NOTA_FINAL
9252,Privada,Casado,567.3803800353555
9253,Pública,Solteiro,385.43779408725675
9254,Pública,Solteiro,588.1113943518662
9255,Pública,Solteiro,771.573517568408
9256,Pública,Viúvo,373.6654414877446
9257,Pública,Solteiro,585.6119889216075
9258,Pública,Casado,407.5410778703093
9259,Pública,Solteiro,655.0110207067514
9260,Pública,Solteiro,328.62421288848554
9261,Pública,Divorciado,678.2930795011217
9262,Privada,Solteiro,453.85721337223015
9263,Pública,Solteiro,536.6024068381939
9264,Privada,Solteiro,489.1162465270104
9265,Pública,Solteiro,636.165210235599
9266,Pública,Solteiro,526.4152800110338
9267,Pública,Casado,550.1829853478433
9268,Pública,Solteiro,474.2412216160386
9269,Privada,Solteiro,891.3171612246726
9270,Pública,Solteiro,725.3661462480088
9271,Pública,Solteiro,491.18046259429775
9272,Pública,Solteiro,702.0184968147191
9273,Privada,Solteiro,659.8272294340684
9274,Pública,Solteiro,595.1478336867498
9275,Privada,Solteiro,481.8320129493591
9276,Pública,Solteiro,700.1573442038698
9277,Pública,Casado,536.838504774077
9278,Pública,Solteiro,594.3852916841349
9279,Pública,Viúvo,606.7246078227919
9280,Pública,Solteiro,353.8512443404409
9281,Pública,Solteiro,462.1325608075056
9282,Pública,Solteiro,624.7823668062724
9283,Pública,Solteiro,425.8689723654907
9284,Pública,Solteiro,696.1837809460003
9285,Privada,Casado,380.3635187751464
9286,Pública,Solteiro,521.5793891745059
9287,Pública,Casado,737.674657787451
9288,Pública,Solteiro,686.6777985061865
9289,Privada,Divorciado,577.9707248733464
9290,Pública,Solteiro,615.1902730958174
9291,Pública,Divorciado,477.7705140633072
9292,Pública,Solteiro,725.6197795521067
9293,Pública,Solteiro,641.3298149349283
9294,Pública,Solteiro,679.6146680102108
9295,Pública,Solteiro,477.9736303968683
9296,Pública,Casado,585.5362485365824
9297,Privada,Divorciado,488.8492616269615
9298,Pública,Solteiro,663.5905807059412
9299,Privada,Casado,579.880726028581
9300,Pública,Solteiro,756.0807710816911
9301,Pública,Solteiro,418.7920054108424
9302,Pública,Casado,520.01482822335
9303,Pública,Solteiro,717.9949992652466
9304,Pública,Solteiro,563.2315439920817
9305,Pública,Solteiro,484.8301258967703
9306,Pública,Solteiro,673.2515886556045
9307,Pública,Casado,456.58314411798824
9308,Pública,Solteiro,548.6315209189905
9309,Pública,Solteiro,534.218093700318
9310,Pública,Solteiro,736.4421814991867
9311,Pública,Casado,446.4846785965127
9312,Pública,Solteiro,218.4373824266214
9313,Pública,Solteiro,706.0600292103449
9314,Pública,Solteiro,737.9657532587818
9315,Pública,Solteiro,494.5306609155907
9316,Pública,Solteiro,437.97393822513976
9317,Pública,Solteiro,490.5807142334059
9318,Pública,Solteiro,503.6923637306889
9319,Pública,Divorciado,444.64538945675156
9320,Pública,Solteiro,572.0206505631869
9321,Pública,Solteiro,192.66659340605077
9322,Pública,Solteiro,595.2210189881172
9323,Pública,Solteiro,300.63246476192006
9324,Pública,Casado,538.9356420786843
9325,Pública,Casado,501.23816047504846
9326,Pública,Divorciado,584.2492826359039
9327,Pública,Solteiro,744.0266436937698
9328,Pública,Casado,497.6852892013628
9329,Privada,Casado,575.061280299874
9330,Pública,Solteiro,659.2741483894415
9331,Pública,Solteiro,326.01499812231543
9332,Pública,Solteiro,462.970854644628
9333,Pública,Solteiro,664.0318856522617
9334,Pública,Solteiro,585.3556326763152
9335,Pública,Solteiro,689.6676173835572
9336,Pública,Solteiro,416.13491145215653
9337,Pública,Solteiro,515.0982801959273
9338,Pública,Solteiro,450.12400170410984
9339,Pública,Solteiro,608.5245237512037
9340,Pública,Casado,435.49016235469975
9341,Pública,Solteiro,581.7433308420615
9342,Pública,Solteiro,486.56699521973803
9343,Pública,Solteiro,603.6707248940832
9344,Pública,Solteiro,423.3697757270545
9345,Privada,Solteiro,711.5332353505756
9346,Pública,Solteiro,417.0375985131178
9347,Pública,Solteiro,364.63537271813107
9348,Privada,Solteiro,729.8549826323293
9349,Pública,Solteiro,624.7161346806987
9350,Pública,Solteiro,729.8968281840916
9351,Pública,Solteiro,397.78070001974754
9352,Pública,Solteiro,469.81033763488864
9353,Pública,Solteiro,431.9555872622755
9354,Pública,Solteiro,686.8444407357483
9355,Privada,Casado,511.05776025622635
9356,Pública,Viúvo,398.0636006893687
9357,Pública,Solteiro,467.1296899009433
9358,Pública,Solteiro,391.08957905894863
9359,Pública,Solteiro,505.6100026871783
9360,Pública,Solteiro,725.118794923409
9361,Pública,Solteiro,468.61177235650433
9362,Pública,Casado,531.9799257983329
9363,Pública,Solteiro,609.4712288027116
9364,Privada,Solteiro,376.1462107432609
9365,Pública,Solteiro,546.904819334386
9366,Pública,Solteiro,306.6940621353154
9367,Privada,Viúvo,474.61503273703397
9368,Pública,Solteiro,377.30824888379334
9369,Pública,Solteiro,706.0003658945548
9370,Pública,Solteiro,685.3179588570254
9371,Pública,Solteiro,675.5467622044846
9372,Pública,Solteiro,710.1030896201798
9373,Pública,Casado,833.0780606424548
9374,Pública,Casado,574.8107640379548
9375,Pública,Solteiro,505.77034934385
9376,Pública,Solteiro,485.3962984982764
9377,Pública,Solteiro,454.53578516794914
9378,Pública,Solteiro,521.0489030388825
9379,Pública,Solteiro,585.1969321045575
9380,Pública,Divorciado,535.689476801442
9381,Pública,Casado,415.36631899743924
9382,Pública,Solteiro,854.3432892283726
9383,Pública,Solteiro,691.3223762832711
9384,Pública,Solteiro,613.9122078256969
9385,Privada,Solteiro,443.2308281328436
9386,Pública,Solteiro,624.3225139961099
9387,Pública,Divorciado,425.7832257522496
9388,Pública,Viúvo,538.3207871154397
9389,Pública,Casado,582.4789852837088
9390,Pública,Solteiro,494.63634476036896
9391,Pública,Solteiro,545.543503937789
9392,Pública,Solteiro,680.8690149630737
9393,Pública,Divorciado,484.44763621651526
9394,Privada,Solteiro,434.892965844987
9395,Pública,Solteiro,279.6003102696406
9396,Pública,Solteiro,633.0332775428233
9397,Pública,Solteiro,521.6690148973133
9398,Privada,Solteiro,697.2123458854732
9399,Pública,Casado,768.8656163404938
9400,Pública,Solteiro,635.987704395598
9401,Pública,Casado,519.8953200341484
9402,Pública,Divorciado,552.7350943818036
9403,Pública,Divorciado,603.3839563521686
9404,Pública,Divorciado,526.1280972478206
9405,Pública,Solteiro,555.6621075206655
9406,Pública,Solteiro,713.1938581446735
9407,Pública,Casado,306.7914945565384
9408,Pública,Solteiro,438.47723492891487
9409,Pública,Solteiro,437.15899235593025
9410,Pública,Solteiro,378.3353646462699
9411,Pública,Casado,612.57635043203
9412,Pública,Solteiro,730.2834528972528
9413,Pública,Solteiro,516.1456454293275
9414,Pública,Solteiro,602.2373097763873
9415,Pública,Solteiro,657.845438586555
9416,Pública,Solteiro,568.0505217345919
9417,Pública,Solteiro,731.243088820529
9418,Pública,Solteiro,333.73209648268175
9419,Pública,Solteiro,654.0553305010642
9420,Pública,Solteiro,741.0762883336035
9421,Privada,Solteiro,580.8421628169922
9422,Privada,Solteiro,801.6269055201481
9423,Pública,Solteiro,624.1721972964204
9424,Pública,Solteiro,360.58499637183127
9425,Pública,Solteiro,401.62547829757875
9426,Pública,Solteiro,537.8080689253851
9427,Pública,Solteiro,740.4445627633463
9428,Pública,Solteiro,398.5135853427464
9429,Pública,Solteiro,735.9322556511869
9430,Pública,Divorciado,508.7456885011799
9431,Pública,Solteiro,591.815913621199
9432,Pública,Viúvo,632.910814175325
9433,Pública,Solteiro,635.7798209233789
9434,Pública,Solteiro,684.2175975637684
9435,Pública,Solteiro,615.2472789824169
9436,Pública,Casado,525.9909568585115
9437,Pública,Solteiro,361.6541368539321
9438,Privada,Solteiro,581.2219561966119
9439,Pública,Solteiro,562.8855799817154
9440,Pública,Casado,590.5548918721156
9441,Pública,Solteiro,700.6136516474355
9442,Privada,Solteiro,817.4550370885477
9443,Privada,Solteiro,578.6494183261042
9444,Pública,Casado,576.9097010313068
9445,Pública,Solteiro,834.0530296168511
9446,Pública,Solteiro,644.1227155190388
9447,Pública,Solteiro,529.3680474917902
9448,Pública,Solteiro,640.4781594125483
9449,Pública,Solteiro,523.0837725133293
9450,Privada,Casado,746.3085918318253
9451,Privada,Solteiro,584.481975779415
9452,Pública,Solteiro,475.49163344160564
9453,Pública,Casado,400.1062852151317
9454,Pública,Casado,430.33401995213165
9455,Pública,Divorciado,650.5489483304539
9456,Privada,Divorciado,674.225189297834
9457,Privada,Solteiro,597.7389610111563
9458,Pública,Divorciado,711.9320837037797
9459,Privada,Divorciado,557.4496173183663
9460,Pública,Solteiro,274.5323844682977
9461,Privada,Solteiro,568.3593013754739
9462,Pública,Casado,588.9304468346751
9463,Pública,Solteiro,321.4592687533201
9464,Pública,Solteiro,696.9829203043384
9465,Privada,Solteiro,648.499408831171
9466,Pública,Divorciado,639.2103910621308
9467,Pública,Solteiro,581.1011019304505
9468,Pública,Solteiro,477.4213392338176
9469,Pública,Solteiro,575.9980794780995
9470,Pública,Casado,598.6707357738641
9471,Pública,Casado,529.7140690868117
9472,Pública,Solteiro,519.0108170191284
9473,Pública,Solteiro,850.0127147011826
9474,Pública,Casado,509.1278277757762
9475,Pública,Solteiro,372.23386632541155
9476,Pública,Casado,660.326695354481
9477,Pública,Solteiro,700.6009750707992
9478,Pública,Solteiro,617.6050217237084
9479,Pública,Solteiro,700.1580739499136
9480,Pública,Casado,558.7296018154652
9481,Pública,Solteiro,560.6211655128451
9482,Pública,Casado,542.9661756522414
9483,Pública,Solteiro,415.18174949503066
9484,Pública,Solteiro,780.5766255932128
9485,Pública,Solteiro,589.9233095682617
9486,Pública,Solteiro,522.111357014518
9487,Pública,Solteiro,385.0622855141454
9488,Pública,Solteiro,412.91661878341296
9489,Pública,Solteiro,492.32305796687626
9490,Pública,Solteiro,512.4708193900742
9491,Pública,Solteiro,291.99447715208055
9492,Pública,Casado,550.1933615755509
9493,Pública,Solteiro,494.6948746340209
9494,Pública,Solteiro,290.97497776786423
9495,Pública,Solteiro,693.6464757320468
9496,Pública,Solteiro,630.5445492845998
9497,Pública,Solteiro,477.20034723093863
9498,Pública,Casado,528.4316218105394
9499,Pública,Casado,553.5378382119859
9500,Pública,Solteiro,623.0003328750047
9501,Pública,Casado,564.7371491216709
9502,Pública,Casado,507.91671687043174
9503,Privada,Solteiro,519.5904481987009
9504,Pública,Solteiro,560.8608619479013
9505,Pública,Solteiro,564.6520363049289
9506,Pública,Casado,505.39294503992744
9507,Pública,Casado,651.4375648702367
9508,Pública,Divorciado,709.5945051320975
9509,Pública,Solteiro,705.3946506619925
9510,Privada,Solteiro,590.5691309085719
9511,Pública,Solteiro,643.7146722652026
9512,Pública,Solteiro,682.341103989897
9513,Pública,Casado,556.3164880407828
9514,Pública,Casado,498.92165170046405
9515,Pública,Solteiro,637.9199079102509
9516,Pública,Solteiro,457.58042027222757
9517,Pública,Solteiro,721.7851038514289
9518,Pública,Solteiro,564.9560491434816
9519,Pública,Solteiro,688.8081386114644
9520,Pública,Solteiro,581.2435000843245
9521,Pública,Casado,639.7389937067122
9522,Pública,Solteiro,730.4739769784587
9523,Pública,Solteiro,710.3470866880605
9524,Pública,Solteiro,662.7132596652339
9525,Pública,Solteiro,561.3471027478531
9526,Pública,Casado,609.8526378486678
9527,Privada,Solteiro,725.0102251960152
9528,Pública,Casado,715.9423829881852
9529,Pública,Casado,610.036534331662
9530,Pública,Solteiro,815.3964306448961
9531,Pública,Casado,466.92738414908007
9532,Pública,Solteiro,466.551491284613
9533,Pública,Solteiro,795.2985096513194
9534,Privada,Casado,540.2187237289091
9535,Pública,Solteiro,597.0321095001406
9536,Pública,Solteiro,475.4243554612899
9537,Privada,Solteiro,534.8013414946681
9538,Pública,Divorciado,439.0753245626662
9539,Pública,Casado,710.3260039584013
9540,Pública,Solteiro,514.2001488197827
9541,Pública,Solteiro,584.7742549546373
9542,Pública,Casado,533.7392402394299
9543,Pública,Casado,547.152837873213
9544,Privada,Casado,502.5097760510179
9545,Pública,Solteiro,449.1522616477581
9546,Privada,Solteiro,561.7689063118812
9547,Pública,Solteiro,506.9813152991545
9548,Pública,Solteiro,519.666039097376
9549,Pública,Solteiro,783.3792435012076
9550,Pública,Solteiro,590.6404414847708
9551,Pública,Solteiro,435.4065436155879
9552,Pública,Solteiro,383.18075504991015
9553,Pública,Solteiro,546.8915065116769
9554,Pública,Casado,531.2504381061835
9555,Pública,Viúvo,620.3302135647559
9556,Pública,Solteiro,612.2432617537031
9557,Pública,Solteiro,432.86807166140613
9558,Pública,Divorciado,663.0803748439719
9559,Pública,Solteiro,425.869342626263
9560,Pública,Casado,512.6125521572419
9561,Pública,Solteiro,599.7992694934552
9562,Pública,Solteiro,581.6064546857144
9563,Pública,Solteiro,450.19588106757885
9564,Pública,Solteiro,414.64480788411464
9565,Pública,Solteiro,480.3415955623738
9566,Privada,Solteiro,722.7053790942153
9567,Pública,Solteiro,355.66996789490213
9568,Pública,Casado,402.7454664383235
9569,Privada,Solteiro,544.7136379543039
9570,Privada,Solteiro,547.2698832824649
9571,Pública,Solteiro,418.40129646466374
9572,Pública,Solteiro,494.4317561862762
9573,Pública,Solteiro,593.1260070453017
9574,Privada,Casado,387.0937834187332
9575,Pública,Solteiro,676.6811689543692
9576,Pública,Solteiro,632.6206169088141
9577,Privada,Solteiro,465.9716106672099
9578,Pública,Solteiro,303.5761749181678
9579,Pública,Solteiro,596.4919519893296
9580,Privada,Solteiro,658.8999612105931
9581,Pública,Solteiro,715.8668916407547
9582,Pública,Solteiro,624.8946896570621
9583,Privada,Solteiro,747.6037672232027
9584,Privada,Solteiro,527.15964819203
9585,Pública,Solteiro,426.5616078375463
9586,Pública,Casado,639.9240179011408
9587,Pública,Divorciado,700.1547336610511
9588,Pública,Solteiro,617.8124275435357
9589,Pública,Solteiro,475.97820250963815
9590,Pública,Solteiro,607.5406558619253
9591,Pública,Casado,798.1990952852029
9592,Pública,Solteiro,389.40920626001525
9593,Privada,Solteiro,513.9385828270516
9594,Pública,Solteiro,591.4891935117884
9595,Pública,Casado,685.9155149368695
9596,Pública,Solteiro,616.8845556478403
9597,Pública,Solteiro,636.4242739282005
9598,Privada,Solteiro,736.5498120391586
9599,Pública,Casado,1000.0
9600,Pública,Solteiro,714.2716150424455
9601,Pública,Divorciado,654.4401450320242
9602,Privada,Solteiro,614.8435606193599
9603,Pública,Divorciado,508.450062479766
9604,Pública,Casado,535.4622852777499
9605,Pública,Solteiro,637.718575221712
9606,Pública,Solteiro,483.3104982042183
9607,Pública,Solteiro,698.2468973920793
9608,Privada,Casado,686.0283939442522
9609,Privada,Casado,600.8303009019236
9610,Privada,Solteiro,780.5477519544197
9611,Privada,Solteiro,741.39106511135
9612,Pública,Solteiro,603.7802287141894
9613,Privada,Solteiro,508.91752744286424
9614,Pública,Casado,407.8525024490903
9615,Pública,Solteiro,437.9955362637211
9616,Pública,Casado,581.0143447657986
9617,Pública,Divorciado,515.9470594102108
9618,Pública,Solteiro,688.6090305273386
9619,Pública,Solteiro,595.216113831572
9620,Pública,Casado,662.7565828058143
9621,Pública,Solteiro,473.4136775626127
9622,Pública,Solteiro,500.4225662869859
9623,Pública,Solteiro,766.3788811892574
9624,Pública,Solteiro,512.7361374559441
9625,Pública,Solteiro,462.6135579877914
9626,Privada,Solteiro,461.21798088287414
9627,Privada,Divorciado,843.9525726410707
9628,Pública,Casado,541.5294472991387
9629,Pública,Solteiro,432.67195771562456
9630,Pública,Solteiro,647.6818375425703
9631,Pública,Solteiro,445.35294306549844
9632,Pública,Solteiro,479.98790872503525
9633,Pública,Solteiro,689.1010859854916
9634,Pública,Solteiro,406.2085840257566
9635,Pública,Solteiro,793.0679734815338
9636,Privada,Solteiro,597.4314095988
9637,Pública,Solteiro,566.6911274754398
9638,Pública,Solteiro,494.05910338100676
9639,Pública,Solteiro,380.28027114351545
9640,Privada,Solteiro,668.9778703204593
9641,Pública,Solteiro,538.2201789095808
9642,Pública,Solteiro,711.136028178321
9643,Pública,Solteiro,477.2249694258962
9644,Pública,Solteiro,684.4548341557334
9645,Pública,Solteiro,414.46987892482656
9646,Privada,Solteiro,541.1988530371322
9647,Pública,Solteiro,631.4109637432746
9648,Pública,Solteiro,449.96441988621166
9649,Privada,Solteiro,732.6531551541218
9650,Pública,Solteiro,417.36890560702483
9651,Pública,Divorciado,544.5960284275791
9652,Privada,Solteiro,757.0151390609283
9653,Pública,Solteiro,673.6699214956074
9654,Pública,Solteiro,449.51421283783924
9655,Pública,Solteiro,556.9514373701778
9656,Pública,Solteiro,442.45665202260227
9657,Pública,Solteiro,670.7062768345922
9658,Pública,Solteiro,838.5662081622822
9659,Privada,Solteiro,472.26690654581364
9660,Pública,Divorciado,558.2565830973444
9661,Pública,Solteiro,394.74201710252396
9662,Pública,Solteiro,383.5623240364657
9663,Pública,Divorciado,381.6682823976879
9664,Pública,Solteiro,670.1642072539848
9665,Pública,Solteiro,621.3152349995446
9666,Pública,Solteiro,659.7071429286796
9667,Privada,Solteiro,357.84032134143035
9668,Pública,Divorciado,597.6011885710886
9669,Pública,Divorciado,497.5023678831833
9670,Pública,Solteiro,816.0250725007418
9671,Pública,Solteiro,421.198482923451
9672,Pública,Solteiro,401.0213381269456
9673,Pública,Solteiro,558.2462661329624
9674,Pública,Solteiro,604.7873357623233
9675,Pública,Casado,867.7573572426745
9676,Pública,Casado,710.0717571898476
9677,Pública,Solteiro,530.4006352910903
9678,Pública,Solteiro,569.5583857776072
9679,Pública,Casado,424.5595946784558
9680,Pública,Solteiro,558.7935242469199
9681,Pública,Solteiro,647.0159220863516
9682,Pública,Solteiro,609.6073681003436
9683,Pública,Divorciado,604.662898555961
9684,Pública,Casado,650.0219793918153
9685,Pública,Divorciado,555.1078239216399
9686,Pública,Solteiro,692.9475004033036
9687,Pública,Solteiro,424.25538594282926
9688,Pública,Solteiro,542.4195733612114
9689,Pública,Casado,476.98807557791383
9690,Pública,Solteiro,739.5501705324526
9691,Pública,Solteiro,641.4527884660981
9692,Pública,Solteiro,757.0771690204792
9693,Pública,Solteiro,542.5632559653133
9694,Pública,Casado,746.4216963995497
9695,Pública,Casado,412.3163265399014
9696,Pública,Solteiro,624.9352784816526
9697,Privada,Solteiro,565.7066543070154
9698,Pública,Solteiro,412.1592897273896
9699,Privada,Solteiro,555.2589773526132
9700,Pública,Casado,569.252928201849
9701,Pública,Solteiro,546.4020457606418
9702,Pública,Solteiro,560.0865582142201
9703,Pública,Solteiro,416.7286221616872
9704,Pública,Solteiro,508.9252804159765
9705,Pública,Solteiro,567.4586938955997
9706,Pública,Solteiro,635.8436518155537
9707,Pública,Casado,573.9562877641645
9708,Pública,Casado,579.3862738930177
9709,Pública,Solteiro,564.7041595747061
9710,Privada,Solteiro,238.93506610490658
9711,Pública,Solteiro,496.22991694809986
9712,Pública,Solteiro,663.1182913414762
9713,Pública,Casado,471.97351709353467
9714,Pública,Casado,576.4213119778809
9715,Pública,Casado,473.9477684097752
9716,Pública,Viúvo,788.0804866084168
9717,Pública,Viúvo,434.1126526916841
9718,Pública,Viúvo,390.9176851902306
9719,Privada,Solteiro,442.1916562353046
9720,Pública,Viúvo,437.0555015120743
9721,Pública,Casado,283.67190156863336
9722,Pública,Solteiro,576.4133327394867
9723,Pública,Solteiro,441.8808733322593
9724,Pública,Solteiro,657.6205483569513
9725,Pública,Casado,549.2634095051077
9726,Pública,Solteiro,634.6318748090712
9727,Pública,Solteiro,682.2580433145611
9728,Pública,Solteiro,416.4101878610062
9729,Privada,Solteiro,528.7643464647664
9730,Pública,Solteiro,450.5969202442978
9731,Pública,Casado,695.3016938085084
9732,Privada,Casado,589.0296104145482
9733,Pública,Solteiro,675.8776182393128
9734,Pública,Casado,603.7113276434311
9735,Pública,Casado,585.5344932785837
9736,Pública,Solteiro,386.2699416945086
9737,Pública,Solteiro,628.883501367473
9738,Pública,Divorciado,414.3455281112339
9739,Pública,Solteiro,376.2563090466066
9740,Pública,Solteiro,761.8582522665336
9741,Pública,Solteiro,626.2985843879728
9742,Pública,Solteiro,505.3853014555181
9743,Pública,Solteiro,413.01274534044427
9744,Pública,Solteiro,661.2740990160132
9745,Pública,Solteiro,570.3521685156211
9746,Pública,Solteiro,547.5806264437897
9747,Pública,Solteiro,438.35560408170585
9748,Pública,Solteiro,512.9770944157348
9749,Pública,Solteiro,506.2569693757629
9750,Privada,Solteiro,516.0274857842231
9751,Pública,Casado,507.6753921409625
9752,Pública,Solteiro,426.44407189593176
9753,Pública,Solteiro,510.21262645349185
9754,Pública,Casado,739.0832173087308
9755,Pública,Solteiro,553.5147882566877
9756,Pública,Solteiro,562.0724928923403
9757,Pública,Solteiro,497.870752882875
9758,Pública,Casado,505.6394646507509
9759,Pública,Solteiro,631.1449283135166
9760,Pública,Solteiro,289.33966450306764
9761,Pública,Casado,643.034014145419
9762,Pública,Solteiro,570.7438856023281
9763,Privada,Viúvo,483.19265097378485
9764,Pública,Solteiro,557.3804843860105
9765,Pública,Solteiro,797.5259855482733
9766,Pública,Casado,624.9762820605945
9767,Pública,Solteiro,690.4908710579532
9768,Pública,Solteiro,623.3652867450744
9769,Pública,Casado,665.4408478780424
9770,Pública,Divorciado,489.82244172411345
9771,Pública,Solteiro,510.77222523016974
9772,Pública,Casado,654.1679098897938
9773,Pública,Solteiro,678.2705882800834
9774,Pública,Divorciado,580.0565753270591
9775,Pública,Casado,632.8964459789121
9776,Pública,Divorciado,539.6647152334857
9777,Pública,Solteiro,652.3339721266368
9778,Pública,Solteiro,933.9380485527985
9779,Pública,Divorciado,581.5149615623463
9780,Pública,Solteiro,393.44768977506254
9781,Privada,Solteiro,658.1389630322843
9782,Pública,Solteiro,532.548919539973
9783,Pública,Divorciado,625.0772688446274
9784,Pública,Viúvo,526.0977146342165
9785,Pública,Casado,518.2579981136829
9786,Pública,Solteiro,402.9239865615607
9787,Privada,Divorciado,676.8446958379076
9788,Pública,Solteiro,596.9307788304617
9789,Privada,Solteiro,804.4403016935837
9790,Pública,Casado,549.2435291844616
9791,Pública,Solteiro,725.5518660436514
9792,Pública,Casado,407.16234557873065
9793,Pública,Solteiro,598.4203580378421
9794,Pública,Solteiro,604.1198503562647
9795,Pública,Solteiro,455.1117741199682
9796,Privada,Solteiro,387.90693946073003
9797,Pública,Solteiro,358.07361783148724
9798,Pública,Solteiro,608.2094959601413
9799,Pública,Solteiro,565.4039457229478
9800,Pública,Solteiro,533.8375917889856
9801,Pública,Solteiro,633.6158575057518
9802,Privada,Casado,551.1514481654737
9803,Pública,Solteiro,551.0729635834003
9804,Privada,Solteiro,527.3375537163314
9805,Pública,Divorciado,429.58932805361445
9806,Pública,Solteiro,491.3900057116901
9807,Pública,Solteiro,607.4431855587336
9808,Pública,Solteiro,467.24691437818046
9809,Pública,Solteiro,429.399813984609
9810,Pública,Solteiro,500.9055716829658
9811,Pública,Solteiro,552.7544009961601
9812,Privada,Casado,439.57819216861674
9813,Pública,Solteiro,430.23517709249035
9814,Privada,Solteiro,468.4368837318813
9815,Pública,Solteiro,579.514541069507
9816,Privada,Solteiro,573.910195395132
9817,Pública,Solteiro,687.415001523662
9818,Pública,Solteiro,588.3861764165257
9819,Pública,Casado,526.8317598464009
9820,Pública,Solteiro,429.05779451729063
9821,Pública,Casado,434.05687336607855
9822,Pública,Solteiro,487.6699923235566
9823,Pública,Solteiro,408.5368916337736
9824,Pública,Solteiro,492.22160210978575
9825,Pública,Casado,639.2334988256193
9826,Pública,Casado,315.21299399535695
9827,Pública,Solteiro,519.1388777444241
9828,Privada,Casado,536.7808463202798
9829,Pública,Solteiro,435.95321378855897
9830,Privada,Solteiro,505.2346390236331
9831,Pública,Divorciado,489.70089727889376
9832,Pública,Solteiro,839.6007435811543
9833,Pública,Solteiro,520.3468903761925
9834,Privada,Solteiro,557.5560339972828
9835,Pública,Solteiro,491.87008286174364
9836,Pública,Divorciado,563.673393183025
9837,Pública,Viúvo,538.7878342094305
9838,Pública,Casado,845.5703915252225
9839,Pública,Solteiro,563.3046855684263
9840,Pública,Solteiro,620.0073450529729
9841,Pública,Solteiro,603.5616869310076
9842,Pública,Solteiro,343.29692620495325
9843,Pública,Casado,311.1812290717336
9844,Pública,Divorciado,677.976010673183
9845,Pública,Solteiro,614.6198330890998
9846,Pública,Solteiro,595.0494678351102
9847,Pública,Divorciado,475.6257942222455
9848,Pública,Solteiro,433.67629587539886
9849,Privada,Solteiro,296.37504655999703
9850,Pública,Solteiro,491.63945055903287
9851,Pública,Solteiro,487.7358446163939
9852,Pública,Casado,825.1956297828948
9853,Pública,Casado,535.243901108026
9854,Pública,Solteiro,546.5366968356691
9855,Pública,Solteiro,474.9012292275247
9856,Pública,Solteiro,578.9128842432478
9857,Privada,Solteiro,410.33396561868267
9858,Privada,Solteiro,648.4176029675784
9859,Pública,Solteiro,688.3460502657983
9860,Pública,Solteiro,651.0572063802872
9861,Privada,Solteiro,290.6972119899782
9862,Pública,Solteiro,436.08649647305396
9863,Pública,Solteiro,660.6666085605159
9864,Pública,Solteiro,520.5251453634716
9865,Pública,Divorciado,163.41701134974574
9866,Pública,Casado,654.5337014032507
9867,Pública,Solteiro,615.2712389325977
9868,Pública,Solteiro,397.95202914926216
9869,Pública,Solteiro,574.3458786301896
9870,Pública,Solteiro,503.68388163596285
9871,Privada,Solteiro,588.3103302717594
9872,Pública,Solteiro,660.0670408036956
9873,Privada,Solteiro,621.2768846526858
9874,Pública,Casado,542.9076370863221
9875,Pública,Solteiro,626.0083126515235
9876,Privada,Solteiro,528.9675956558377
9877,Pública,Casado,609.7820032184733
9878,Pública,Divorciado,828.2968269688657
9879,Privada,Solteiro,707.3867822069209
9880,Pública,Solteiro,627.9921392672342
9881,Pública,Solteiro,624.5846069932319
9882,Pública,Divorciado,611.498047277133
9883,Privada,Solteiro,473.1940829146389
9884,Pública,Solteiro,467.77112480369965
9885,Pública,Solteiro,656.1205851780785
9886,Pública,Solteiro,501.5960653339682
9887,Pública,Solteiro,617.14702504969
9888,Pública,Casado,623.9031413273881
9889,Pública,Solteiro,627.2121856715372
9890,Pública,Solteiro,310.86984799654033
9891,Pública,Solteiro,350.99472923693673
9892,Pública,Casado,723.7160177745282
9893,Pública,Solteiro,519.4091048604803
9894,Pública,Solteiro,509.19279365900695
9895,Pública,Solteiro,604.4798282012074
9896,Pública,Casado,516.9936283249705
9897,Pública,Solteiro,468.8223895606158
9898,Pública,Casado,516.0685252922042
9899,Pública,Solteiro,661.9306319307956
9900,Privada,Solteiro,456.1779565095285
9901,Pública,Solteiro,344.9711603197692
9902,Pública,Solteiro,679.5996518469399
9903,Pública,Solteiro,595.4714629954283
9904,Pública,Solteiro,546.1073552865471
9905,Pública,Solteiro,510.27087712041237
9906,Privada,Viúvo,599.9173595646022
9907,Pública,Casado,507.93013318799194
9908,Privada,Solteiro,647.0625003654865
9909,Pública,Solteiro,626.6357039360144
9910,Pública,Casado,398.84393911915856
9911,Privada,Solteiro,446.7181731088566
9912,Pública,Solteiro,605.0001236493383
9913,Pública,Solteiro,518.1969561525984
9914,Pública,Solteiro,576.495223680751
9915,Privada,Solteiro,549.7522297131435
9916,Pública,Solteiro,422.08098652488303
9917,Pública,Casado,575.5805294297812
9918,Pública,Divorciado,605.0794456129252
9919,Pública,Solteiro,590.1471747127317
9920,Pública,Solteiro,563.6566523084399
9921,Pública,Casado,606.8126562929009
9922,Pública,Solteiro,372.408666186146
9923,Pública,Solteiro,591.2345556368779
9924,Pública,Solteiro,218.5779422749847
9925,Pública,Solteiro,466.31486584627453
9926,Pública,Solteiro,596.4632237816879
9927,Pública,Casado,584.4090379991395
9928,Pública,Solteiro,582.8218196849051
9929,Pública,Viúvo,718.7401784720812
9930,Pública,Solteiro,449.291123122232
9931,Pública,Casado,794.4869881973766
